Open;High;Low;Close
179.95;181.06;177.6;180.4
179.9;181.51;178.55;179.4
181.95;182.5;179.55;179.96
180.71;183;180.25;181.98
180.36;182.95;177.51;181.05
175.8;180.03;175.32;179.39
174.82;177.21;172.51;174.76
167.97;170.83;166.5;167.52
164.47;169.5;161.31;165.1
169.1;169.98;166.52;169.4
170.29;174.42;165.73;167.54
169.02;177.5;169;172.5
177.5;179.47;170.83;172.54
180.45;188.32;178.75;184.87
185.23;189.8;177.4;182
169.13;183.75;167.57;183.02
170.67;172.52;166.33;167.86
174.1;175.2;165.27;168.7
170.93;175.44;169.4;172.55
181.98;182.3;168.55;169.35
188.44;190.4;183.35;184.7
198.18;201.6;190.75;191.67
198.78;199.25;193.34;194.87
193.55;197.67;191.27;196.03
198.89;199.95;190.6;190.64
186.68;194.39;185.6;193.3
182.72;189.52;181.77;185.97
186.34;192.64;180;181.8
176.4;194.43;172.55;187.4
170.54;180.17;164.08;172.43
144.4;150.13;141.62;149.38
148.03;148.99;139.6;140.49
150.5;152.4;147.35;147.94
143.2;149.2;141.21;149.16
144.93;145.5;141.95;144.11
141.01;142.38;138.56;142
143.32;143.55;140.08;140.9
134.44;137.61;133.4;137.4
137;138.86;133.85;135.26
138.72;139.68;137.02;137.73
136.92;139.88;136.55;138.85
137.55;138.45;136;137.08
134.66;138.53;132.24;138.37
135.25;136.87;134.03;135.06
130.8;134.24;128.9;132.58
129.9;132.3;129;129.6
126.7;135.02;126.23;131.08
121.3;127.4;120.21;126.86
119.56;120.88;117.8;118.26
120.94;124.1;119.76;119.83
118.84;122.63;117.02;120.82
117.4;119.67;116.81;118.38
119.81;120.42;117.51;117.84
116.95;121.6;116.77;119.36
114.42;117.49;113.55;117.49
112.34;115.8;111.65;113.97
110.56;114.23;110.2;112
107.45;112;106.79;111.49
106.63;108.41;106.46;107.5
101.6;106.56;101.3;105.33
102.53;102.71;101;102.31
100.74;103.03;100.5;102.3
101.01;102;99.61;101.58
100.95;101.74;99.32;100.01
99.19;102.37;98.94;101.51
102.7;102.97;99.67;100.25
102.3;103.71;102.16;102.37
105.28;105.49;102.01;102.01
108.1;108.62;105.69;106.15
104.95;107.95;104.66;107.91
104.96;108;103.88;106
111.24;111.6;103.57;104.87
110.75;113.48;109.05;109.4
101.01;109.08;100.5;108.31
100;104.06;95.96;100.34
